fps=12
nFrame=39
Zombie_innerarm_hand.png|24.399999999999999,81.200000000000003,0.0,0.80000000000000004,0.80000000000000004|20.800000000000001,84.099999999999994,0.0,0.80000000000000004,0.80000000000000004|17.100000000000001,87.0,0.0,0.80000000000000004,0.80000000000000004|13.4,90.0,0.0,0.80000000000000004,0.80000000000000004|11.0,92.700000000000003,0.0,0.80000000000000004,0.80000000000000004|8.6999999999999993,95.5,0.0,0.80000000000000004,0.80000000000000004|6.4000000000000004,98.200000000000003,0.0,0.80000000000000004,0.80000000000000004|6.2999999999999998,99.599999999999994,0.0,0.80000000000000004,0.80000000000000004|6.4000000000000004,101.0,0.0,0.80000000000000004,0.80000000000000004|6.2999999999999998,100.5,0.0,0.80000000000000004,0.80000000000000004|6.2999999999999998,100.0,0.0,0.80000000000000004,0.80000000000000004|6.2999999999999998,99.5,0.0,0.80000000000000004,0.80000000000000004|6.2999999999999998,99.0,0.0,0.80000000000000004,0.80000000000000004|6.2999999999999998,98.5,0.0,0.80000000000000004,0.80000000000000004|6.4000000000000004,98.0,0.0,0.80000000000000004,0.80000000000000004|6.2999999999999998,97.299999999999997,0.0,0.80000000000000004,0.80000000000000004|6.2999999999999998,96.799999999999997,0.0,0.80000000000000004,0.80000000000000004|6.4000000000000004,96.200000000000003,0.0,0.80000000000000004,0.80000000000000004|7.2999999999999998,95.900000000000006,0.0,0.80000000000000004,0.80000000000000004|8.1999999999999993,95.599999999999994,0.0,0.80000000000000004,0.80000000000000004|9.3000000000000007,95.299999999999997,0.0,0.80000000000000004,0.80000000000000004|9.3000000000000007,95.400000000000006,0.0,0.80000000000000004,0.80000000000000004|9.6999999999999993,95.799999999999997,0.0,0.80000000000000004,0.80000000000000004|10.300000000000001,96.200000000000003,0.0,0.80000000000000004,0.80000000000000004|11.199999999999999,96.599999999999994,0.0,0.80000000000000004,0.80000000000000004|12.4,97.099999999999994,0.0,0.80000000000000004,0.80000000000000004|13.800000000000001,97.400000000000006,0.0,0.80000000000000004,0.80000000000000004|14.300000000000001,97.099999999999994,0.0,0.80000000000000004,0.80000000000000004|14.9,96.5,0.0,0.80000000000000004,0.80000000000000004|8.9000000000000004,92.200000000000003,0.0,0.80000000000000004,0.80000000000000004|4.2999999999999998,85.599999999999994,0.0,0.80000000000000004,0.80000000000000004|3.0,98.0,0.0,0.79000000000000004,0.79000000000000004|1.8999999999999999,109.8,0.0,0.79000000000000004,0.79000000000000004|1.1000000000000001,121.2,0.0,0.79000000000000004,0.79000000000000004|-10.58,126.2,0.0,0.80000000000000004,0.80000000000000004|-10.58,126.2,0.0,0.80000000000000004,0.80000000000000004|-10.58,126.2,0.0,0.80000000000000004,0.80000000000000004|-10.58,126.2,0.0,0.80000000000000004,0.80000000000000004|-10.58,126.2,0.0,0.80000000000000004,0.80000000000000004
Zombie_innerarm_lower.png|23.800000000000001,67.099999999999994,0.0,0.80000000000000004,0.80000000000000004|20.199999999999999,70.0,0.0,0.80000000000000004,0.80000000000000004|16.5,72.900000000000006,0.0,0.80000000000000004,0.80000000000000004|12.800000000000001,75.799999999999997,0.0,0.80000000000000004,0.80000000000000004|10.5,78.599999999999994,0.0,0.80000000000000004,0.80000000000000004|8.1999999999999993,81.299999999999997,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,84.099999999999994,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,84.700000000000003,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,85.299999999999997,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,85.0,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,84.799999999999997,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,84.5,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,84.299999999999997,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,84.0,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,83.799999999999997,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,83.200000000000003,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,82.700000000000003,0.0,0.80000000000000004,0.80000000000000004|5.7999999999999998,82.099999999999994,0.0,0.80000000000000004,0.80000000000000004|6.0,81.799999999999997,0.0,0.80000000000000004,0.80000000000000004|6.2999999999999998,81.599999999999994,0.0,0.80000000000000004,0.80000000000000004|6.7000000000000002,81.400000000000006,0.0,0.80000000000000004,0.80000000000000004|5.0,82.799999999999997,0.0,0.80000000000000004,0.80000000000000004|3.5,84.299999999999997,0.0,0.80000000000000004,0.80000000000000004|2.2000000000000002,86.0,0.0,0.80000000000000004,0.80000000000000004|1.3,87.799999999999997,0.0,0.80000000000000004,0.80000000000000004|0.59999999999999998,89.400000000000006,0.0,0.80000000000000004,0.80000000000000004|0.20000000000000001,91.200000000000003,0.0,0.80000000000000004,0.80000000000000004|0.80000000000000004,92.599999999999994,0.0,0.80000000000000004,0.80000000000000004|1.7,93.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-4.5700000000000003,97.0,0.0,0.81999999999999995,0.80000000000000004|-8.8699999999999992,98.799999999999997,0.0,0.83999999999999997,0.80000000000000004|-10.470000000000001,107.5,0.0,0.82999999999999996,0.79000000000000004|-12.07,115.8,0.0,0.82999999999999996,0.79000000000000004|-13.17,123.8,0.0,0.82999999999999996,0.79000000000000004|-11.18,112.09999999999999,0.0,0.80000000000000004,0.80000000000000004|-11.18,112.09999999999999,0.0,0.80000000000000004,0.80000000000000004|-11.18,112.09999999999999,0.0,0.80000000000000004,0.80000000000000004|-11.18,112.09999999999999,0.0,0.80000000000000004,0.80000000000000004|-11.18,112.09999999999999,0.0,0.80000000000000004,0.80000000000000004
Zombie_innerarm_upper.png|27.100000000000001,46.100000000000001,0.0,1.0,1.0|23.399999999999999,49.0,0.0,1.0,1.0|19.699999999999999,52.0,0.0,1.0,1.0|16.100000000000001,54.899999999999999,0.0,1.0,1.0|13.800000000000001,57.600000000000001,0.0,1.0,1.0|11.5,60.399999999999999,0.0,1.0,1.0|9.0999999999999996,63.100000000000001,0.0,1.0,1.0|9.0999999999999996,63.100000000000001,0.0,1.0,1.0|9.0999999999999996,63.100000000000001,0.0,1.0,1.0|9.0999999999999996,63.100000000000001,0.0,1.0,1.0|9.0999999999999996,63.100000000000001,0.0,1.0,1.0|9.0999999999999996,63.100000000000001,0.0,1.0,1.0|9.0999999999999996,63.100000000000001,0.0,1.0,1.0|9.0999999999999996,63.100000000000001,0.0,1.0,1.0|9.0999999999999996,63.100000000000001,0.0,1.0,1.0|9.0999999999999996,61.899999999999999,0.0,1.0,1.0|9.0999999999999996,60.600000000000001,0.0,1.0,1.0|9.0999999999999996,59.399999999999999,0.0,1.0,1.0|9.0,59.600000000000001,0.0,1.0,1.0|8.9000000000000004,59.700000000000003,0.0,1.0,1.0|8.8000000000000007,59.899999999999999,0.0,1.0,1.0|4.0,62.200000000000003,0.0,1.0,1.0|-0.37,64.799999999999997,0.0,1.0,1.0|-4.6699999999999999,67.599999999999994,0.0,1.0,1.0|-8.6699999999999999,70.599999999999994,0.0,1.0,1.0|-12.369999999999999,73.799999999999997,0.0,1.0,1.0|-15.57,76.799999999999997,0.0,1.0,1.0|-18.170000000000002,81.099999999999994,0.0,0.98999999999999999,0.98999999999999999|-20.670000000000002,85.299999999999997,0.0,1.0,1.0|-26.170000000000002,94.799999999999997,0.0,1.0,1.0|-30.27,103.5,0.0,1.0,1.0|-31.57,110.09999999999999,0.0,0.98999999999999999,0.98999999999999999|-32.770000000000003,116.59999999999999,0.0,0.98999999999999999,0.98999999999999999|-33.969999999999999,123.0,0.0,0.98999999999999999,0.98999999999999999|-11.08,92.099999999999994,0.0,1.0,1.0|-11.08,92.099999999999994,0.0,1.0,1.0|-11.08,92.099999999999994,0.0,1.0,1.0|-11.08,92.099999999999994,0.0,1.0,1.0|-11.08,92.099999999999994,0.0,1.0,1.0
Zombie_neck.png|29.399999999999999,34.0,0.0,0.83999999999999997,0.80000000000000004|26.100000000000001,37.5,0.0,0.83999999999999997,0.80000000000000004|22.699999999999999,40.899999999999999,0.0,0.83999999999999997,0.80000000000000004|19.5,44.299999999999997,0.0,0.83999999999999997,0.80000000000000004|16.100000000000001,47.600000000000001,0.0,0.83999999999999997,0.80000000000000004|12.800000000000001,51.100000000000001,0.0,0.83999999999999997,0.80000000000000004|9.5999999999999996,54.299999999999997,0.0,0.83999999999999997,0.80000000000000004|9.8000000000000007,55.799999999999997,0.0,0.83999999999999997,0.80000000000000004|9.9000000000000004,57.100000000000001,0.0,0.83999999999999997,0.80000000000000004|9.9000000000000004,57.100000000000001,0.0,0.83999999999999997,0.80000000000000004|9.9000000000000004,57.100000000000001,0.0,0.83999999999999997,0.80000000000000004|9.8000000000000007,56.5,0.0,0.83999999999999997,0.80000000000000004|9.8000000000000007,55.799999999999997,0.0,0.83999999999999997,0.80000000000000004|9.6999999999999993,55.0,0.0,0.83999999999999997,0.80000000000000004|9.5999999999999996,54.299999999999997,0.0,0.83999999999999997,0.80000000000000004|9.5,53.5,0.0,0.82999999999999996,0.80000000000000004|9.3000000000000007,52.600000000000001,0.0,0.82999999999999996,0.79000000000000004|9.1999999999999993,51.799999999999997,0.0,0.82999999999999996,0.79000000000000004|9.0,50.0,0.0,0.82999999999999996,0.79000000000000004|8.6999999999999993,48.399999999999999,0.0,0.82999999999999996,0.79000000000000004|8.4000000000000004,46.700000000000003,0.0,0.82999999999999996,0.79000000000000004|8.1999999999999993,45.799999999999997,0.0,0.82999999999999996,0.79000000000000004|7.7000000000000002,44.899999999999999,0.0,0.82999999999999996,0.79000000000000004|7.2999999999999998,44.100000000000001,0.0,0.82999999999999996,0.79000000000000004|1.3,49.200000000000003,0.0,0.82999999999999996,0.79000000000000004|-4.4699999999999998,54.299999999999997,0.0,0.82999999999999996,0.79000000000000004|-10.470000000000001,59.5,0.0,0.82999999999999996,0.79000000000000004|-16.670000000000002,64.0,0.0,0.82999999999999996,0.79000000000000004|-22.77,68.599999999999994,0.0,0.82999999999999996,0.79000000000000004|-33.469999999999999,82.700000000000003,0.0,0.82999999999999996,0.79000000000000004|-43.469999999999999,97.200000000000003,0.0,0.82999999999999996,0.79000000000000004|-42.57,104.7,0.0,0.79000000000000004,0.78000000000000003|-41.57,112.2,0.0,0.76000000000000001,0.77000000000000002|-40.270000000000003,119.7,0.0,0.72999999999999998,0.76000000000000001|-40.170000000000002,117.59999999999999,0.0,0.78000000000000003,0.77000000000000002|-40.270000000000003,115.3,0.0,0.81999999999999995,0.78000000000000003|-40.170000000000002,116.0,0.0,0.81999999999999995,0.78000000000000003|-40.170000000000002,116.7,0.0,0.81999999999999995,0.78000000000000003|-40.270000000000003,117.3,0.0,0.81999999999999995,0.78000000000000003
Zombie_head.png|6.7000000000000002,8.8000000000000007,0.0,0.80000000000000004,0.80000000000000004|6.7000000000000002,8.8000000000000007,0.0,0.80000000000000004,0.80000000000000004|-3.2799999999999998,17.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-8.2799999999999994,22.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-19.280000000000001,26.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-17.280000000000001,27.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-16.280000000000001,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-20.280000000000001,29.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-14.279999999999999,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-32.280000000000001,32.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-39.280000000000001,30.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-45.280000000000001,25.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-45.280000000000001,27.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-56.280000000000001,26.800000000000001,0.0,0.80000000000000004,0.80000000000000004|-36.280000000000001,33.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-36.280000000000001,33.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-36.280000000000001,33.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-36.280000000000001,33.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-79.280000000000001,51.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-93.280000000000001,69.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-93.280000000000001,69.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-88.280000000000001,79.799999999999997,0.0,0.80000000000000004,0.80000000000000004|-97.280000000000001,101.8,0.0,0.80000000000000004,0.80000000000000004|-99.280000000000001,114.8,0.0,0.80000000000000004,0.80000000000000004|-97.280000000000001,101.8,0.0,0.80000000000000004,0.80000000000000004|-97.280000000000001,101.8,0.0,0.80000000000000004,0.80000000000000004|-97.280000000000001,101.8,0.0,0.80000000000000004,0.80000000000000004|-97.280000000000001,101.8,0.0,0.80000000000000004,0.80000000000000004|-97.280000000000001,101.8,0.0,0.80000000000000004,0.80000000000000004
Zombie_innerleg_upper.png|44.100000000000001,76.799999999999997,0.0,0.80000000000000004,0.80000000000000004|40.299999999999997,78.799999999999997,0.0,0.80000000000000004,0.80000000000000004|36.700000000000003,81.700000000000003,0.0,0.80000000000000004,0.80000000000000004|33.100000000000001,85.0,0.0,0.80000000000000004,0.80000000000000004|29.5,89.200000000000003,0.0,0.80000000000000004,0.80000000000000004|25.699999999999999,93.5,0.0,0.80000000000000004,0.80000000000000004|21.800000000000001,98.0,0.0,0.80000000000000004,0.80000000000000004|22.600000000000001,97.599999999999994,0.0,0.80000000000000004,0.82999999999999996|23.600000000000001,96.799999999999997,0.0,0.80000000000000004,0.87|24.199999999999999,96.5,0.0,0.79000000000000004,0.89000000000000001|24.699999999999999,96.400000000000006,0.0,0.80000000000000004,0.90000000000000002|24.100000000000001,96.599999999999994,0.0,0.79000000000000004,0.88|23.5,96.700000000000003,0.0,0.80000000000000004,0.84999999999999998|22.899999999999999,97.0,0.0,0.80000000000000004,0.81999999999999995|22.300000000000001,97.299999999999997,0.0,0.80000000000000004,0.80000000000000004|21.899999999999999,97.0,0.0,0.80000000000000004,0.80000000000000004|21.300000000000001,96.599999999999994,0.0,0.80000000000000004,0.80000000000000004|20.800000000000001,96.200000000000003,0.0,0.80000000000000004,0.80000000000000004|19.699999999999999,95.5,0.0,0.79000000000000004,0.79000000000000004|18.699999999999999,94.700000000000003,0.0,0.79000000000000004,0.79000000000000004|17.699999999999999,94.099999999999994,0.0,0.80000000000000004,0.80000000000000004|14.5,94.5,0.0,0.80000000000000004,0.80000000000000004|11.5,95.200000000000003,0.0,0.79000000000000004,0.79000000000000004|8.6999999999999993,96.299999999999997,0.0,0.79000000000000004,0.79000000000000004|7.4000000000000004,101.0,0.0,0.79000000000000004,0.79000000000000004|6.5999999999999996,105.90000000000001,0.0,0.79000000000000004,0.79000000000000004|6.0999999999999996,110.90000000000001,0.0,0.79000000000000004,0.79000000000000004|5.0999999999999996,113.09999999999999,0.0,0.79000000000000004,0.79000000000000004|4.2000000000000002,115.3,0.0,0.79000000000000004,0.79000000000000004|3.8999999999999999,119.3,0.0,0.79000000000000004,0.79000000000000004|4.5,122.8,0.0,0.79000000000000004,0.79000000000000004|4.5,123.3,0.0,0.75,0.79000000000000004|4.5,123.8,0.0,0.71999999999999997,0.79000000000000004|4.5,124.3,0.0,0.68000000000000005,0.79000000000000004|4.5,123.40000000000001,0.0,0.73999999999999999,0.79000000000000004|4.5,122.8,0.0,0.79000000000000004,0.79000000000000004|4.5999999999999996,122.8,0.0,0.79000000000000004,0.79000000000000004|4.5999999999999996,122.8,0.0,0.79000000000000004,0.79000000000000004|4.5,122.8,0.0,0.79000000000000004,0.79000000000000004
Zombie_innerleg_lower.png|31.600000000000001,90.299999999999997,0.0,0.80000000000000004,0.80000000000000004|24.899999999999999,100.09999999999999,0.0,0.77000000000000002,0.80000000000000004|23.600000000000001,110.59999999999999,0.0,0.73999999999999999,0.80000000000000004|22.399999999999999,115.40000000000001,0.0,0.70999999999999996,0.80000000000000004|22.100000000000001,121.8,0.0,0.73999999999999999,0.80000000000000004|22.899999999999999,127.7,0.0,0.77000000000000002,0.80000000000000004|24.5,132.90000000000001,0.0,0.80000000000000004,0.80000000000000004|26.399999999999999,132.69999999999999,0.0,0.80000000000000004,0.80000000000000004|28.300000000000001,132.40000000000001,0.0,0.80000000000000004,0.80000000000000004|27.600000000000001,132.5,0.0,0.80000000000000004,0.80000000000000004|27.0,132.69999999999999,0.0,0.80000000000000004,0.80000000000000004|27.300000000000001,132.80000000000001,0.0,0.80000000000000004,0.80000000000000004|27.600000000000001,132.90000000000001,0.0,0.80000000000000004,0.80000000000000004|27.800000000000001,132.90000000000001,0.0,0.80000000000000004,0.80000000000000004|28.100000000000001,132.90000000000001,0.0,0.80000000000000004,0.80000000000000004|28.100000000000001,132.80000000000001,0.0,0.80000000000000004,0.80000000000000004|28.100000000000001,132.80000000000001,0.0,0.80000000000000004,0.80000000000000004|28.100000000000001,132.90000000000001,0.0,0.80000000000000004,0.80000000000000004|25.699999999999999,131.40000000000001,0.0,0.80000000000000004,0.80000000000000004|23.199999999999999,129.69999999999999,0.0,0.80000000000000004,0.80000000000000004|20.899999999999999,128.0,0.0,0.80000000000000004,0.80000000000000004|21.0,127.40000000000001,0.0,0.80000000000000004,0.80000000000000004|21.199999999999999,126.8,0.0,0.80000000000000004,0.80000000000000004|21.300000000000001,126.40000000000001,0.0,0.80000000000000004,0.80000000000000004|25.600000000000001,127.2,0.0,0.78000000000000003,0.78000000000000003|29.800000000000001,127.59999999999999,0.0,0.77000000000000002,0.77000000000000002|33.799999999999997,127.5,0.0,0.76000000000000001,0.76000000000000001|35.600000000000001,126.5,0.0,0.76000000000000001,0.76000000000000001|37.299999999999997,125.3,0.0,0.76000000000000001,0.76000000000000001|37.600000000000001,117.09999999999999,0.0,0.76000000000000001,0.76000000000000001|35.5,106.7,0.0,0.76000000000000001,0.76000000000000001|34.899999999999999,105.59999999999999,0.0,0.72999999999999998,0.73999999999999999|34.100000000000001,104.3,0.0,0.69999999999999996,0.72999999999999998|32.899999999999999,103.09999999999999,0.0,0.67000000000000004,0.72999999999999998|33.299999999999997,103.09999999999999,0.0,0.70999999999999996,0.73999999999999999|33.200000000000003,103.2,0.0,0.76000000000000001,0.75|33.299999999999997,101.59999999999999,0.0,0.75,0.75|33.0,100.0,0.0,0.75,0.75|32.899999999999999,98.200000000000003,0.0,0.75,0.75
Zombie_innerleg_foot.png|35.299999999999997,105.8,0.0,0.80000000000000004,0.80000000000000004|33.5,106.5,0.0,0.80000000000000004,0.80000000000000004|32.100000000000001,107.2,0.0,0.80000000000000004,0.80000000000000004|31.0,108.0,0.0,0.80000000000000004,0.80000000000000004|29.300000000000001,110.7,0.0,0.80000000000000004,0.80000000000000004|28.100000000000001,113.2,0.0,0.80000000000000004,0.80000000000000004|27.399999999999999,115.5,0.0,0.80000000000000004,0.80000000000000004|27.100000000000001,115.59999999999999,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|26.800000000000001,115.7,0.0,0.80000000000000004,0.80000000000000004|27.800000000000001,116.40000000000001,0.0,0.80000000000000004,0.80000000000000004|28.800000000000001,117.2,0.0,0.80000000000000004,0.80000000000000004|29.899999999999999,117.8,0.0,0.80000000000000004,0.80000000000000004|30.0,116.8,0.0,0.80000000000000004,0.80000000000000004|30.0,115.7,0.0,0.80000000000000004,0.80000000000000004|30.100000000000001,114.5,0.0,0.80000000000000004,0.80000000000000004|32.5,115.90000000000001,0.0,0.80000000000000004,0.80000000000000004|35.700000000000003,115.8,0.0,0.80000000000000004,0.80000000000000004|31.699999999999999,110.09999999999999,0.0,0.79000000000000004,0.79000000000000004|27.100000000000001,101.90000000000001,0.0,0.79000000000000004,0.79000000000000004|26.199999999999999,101.0,0.0,0.77000000000000002,0.78000000000000003|23.600000000000001,99.299999999999997,0.0,0.75,0.76000000000000001|19.699999999999999,97.700000000000003,0.0,0.72999999999999998,0.75|-13.380000000000001,141.19999999999999,0.0,0.76000000000000001,0.77000000000000002|-11.880000000000001,139.5,0.0,0.79000000000000004,0.79000000000000004|-12.880000000000001,138.59999999999999,0.0,0.79000000000000004,0.79000000000000004|-13.880000000000001,137.69999999999999,0.0,0.79000000000000004,0.79000000000000004|-15.279999999999999,136.80000000000001,0.0,0.79000000000000004,0.79000000000000004
Zombie_outerleg_upper.png|54.799999999999997,67.799999999999997,0.0,0.80000000000000004,0.80000000000000004|50.799999999999997,70.799999999999997,0.0,0.80000000000000004,0.80000000000000004|46.799999999999997,73.700000000000003,0.0,0.80000000000000004,0.80000000000000004|43.0,76.799999999999997,0.0,0.80000000000000004,0.80000000000000004|39.899999999999999,80.200000000000003,0.0,0.80000000000000004,0.82999999999999996|36.899999999999999,83.5,0.0,0.80000000000000004,0.85999999999999999|34.0,86.799999999999997,0.0,0.80000000000000004,0.90000000000000002|34.100000000000001,86.799999999999997,0.0,0.80000000000000004,0.90000000000000002|34.399999999999999,86.599999999999994,0.0,0.80000000000000004,0.90000000000000002|34.399999999999999,86.700000000000003,0.0,0.80000000000000004,0.90000000000000002|34.399999999999999,86.599999999999994,0.0,0.80000000000000004,0.90000000000000002|34.399999999999999,86.700000000000003,0.0,0.80000000000000004,0.90000000000000002|34.200000000000003,86.799999999999997,0.0,0.80000000000000004,0.90000000000000002|34.100000000000001,86.799999999999997,0.0,0.80000000000000004,0.90000000000000002|34.0,86.799999999999997,0.0,0.80000000000000004,0.90000000000000002|32.899999999999999,87.099999999999994,0.0,0.80000000000000004,0.90000000000000002|32.0,87.099999999999994,0.0,0.80000000000000004,0.90000000000000002|31.0,87.099999999999994,0.0,0.80000000000000004,0.90000000000000002|29.0,87.299999999999997,0.0,0.80000000000000004,0.90000000000000002|27.199999999999999,87.5,0.0,0.80000000000000004,0.90000000000000002|25.199999999999999,88.0,0.0,0.80000000000000004,0.90000000000000002|22.399999999999999,88.599999999999994,0.0,0.80000000000000004,0.89000000000000001|19.600000000000001,89.299999999999997,0.0,0.79000000000000004,0.89000000000000001|16.899999999999999,90.099999999999994,0.0,0.80000000000000004,0.89000000000000001|14.199999999999999,93.700000000000003,0.0,0.79000000000000004,0.89000000000000001|11.9,97.5,0.0,0.79000000000000004,0.89000000000000001|10.199999999999999,101.59999999999999,0.0,0.79000000000000004,0.89000000000000001|8.4000000000000004,103.5,0.0,0.79000000000000004,0.89000000000000001|6.7000000000000002,105.40000000000001,0.0,0.79000000000000004,0.89000000000000001|5.0999999999999996,110.0,0.0,0.79000000000000004,0.89000000000000001|6.2999999999999998,113.8,0.0,0.79000000000000004,0.89000000000000001|2.8999999999999999,114.7,0.0,0.76000000000000001,0.88|0.20000000000000001,115.2,0.0,0.72999999999999998,0.87|-1.47,115.7,0.0,0.69999999999999996,0.87|-0.56999999999999995,114.5,0.0,0.73999999999999999,0.88|0.29999999999999999,113.3,0.0,0.79000000000000004,0.89000000000000001|-0.27000000000000002,113.09999999999999,0.0,0.79000000000000004,0.89000000000000001|-0.87,112.90000000000001,0.0,0.79000000000000004,0.89000000000000001|-1.47,112.7,0.0,0.79000000000000004,0.89000000000000001
Zombie_outerleg_foot.png|44.600000000000001,109.3,0.0,0.80000000000000004,0.80000000000000004|42.200000000000003,110.2,0.0,0.80000000000000004,0.80000000000000004|39.899999999999999,111.0,0.0,0.80000000000000004,0.80000000000000004|37.799999999999997,111.8,0.0,0.80000000000000004,0.80000000000000004|36.799999999999997,112.59999999999999,0.0,0.77000000000000002,0.80000000000000004|35.899999999999999,113.2,0.0,0.75,0.80000000000000004|35.0,113.7,0.0,0.71999999999999997,0.80000000000000004|35.0,113.7,0.0,0.71999999999999997,0.80000000000000004|35.100000000000001,113.8,0.0,0.71999999999999997,0.80000000000000004|35.100000000000001,113.8,0.0,0.71999999999999997,0.80000000000000004|35.100000000000001,113.8,0.0,0.71999999999999997,0.80000000000000004|35.100000000000001,113.8,0.0,0.71999999999999997,0.80000000000000004|35.100000000000001,113.8,0.0,0.71999999999999997,0.80000000000000004|35.0,113.8,0.0,0.71999999999999997,0.80000000000000004|35.0,113.7,0.0,0.71999999999999997,0.80000000000000004|35.0,113.40000000000001,0.0,0.71999999999999997,0.80000000000000004|35.0,113.2,0.0,0.71999999999999997,0.80000000000000004|35.100000000000001,112.90000000000001,0.0,0.71999999999999997,0.80000000000000004|35.100000000000001,112.40000000000001,0.0,0.71999999999999997,0.80000000000000004|35.299999999999997,111.8,0.0,0.71999999999999997,0.80000000000000004|35.399999999999999,111.5,0.0,0.71999999999999997,0.80000000000000004|35.700000000000003,110.8,0.0,0.71999999999999997,0.80000000000000004|36.0,109.90000000000001,0.0,0.71999999999999997,0.80000000000000004|36.399999999999999,109.2,0.0,0.71999999999999997,0.80000000000000004|37.5,109.7,0.0,0.68999999999999995,0.81000000000000005|39.5,109.8,0.0,0.65000000000000002,0.81999999999999995|42.399999999999999,109.5,0.0,0.62,0.83999999999999997|47.799999999999997,110.8,0.0,0.62,0.83999999999999997|55.0,109.40000000000001,0.0,0.62,0.83999999999999997|55.5,93.5,0.0,0.60999999999999999,0.82999999999999996|51.100000000000001,70.400000000000006,0.0,0.60999999999999999,0.82999999999999996|58.200000000000003,90.099999999999994,0.0,0.58999999999999997,0.81999999999999995|64.400000000000006,113.2,0.0,0.56999999999999995,0.81999999999999995|60.799999999999997,133.09999999999999,0.0,0.55000000000000004,0.81000000000000005|61.200000000000003,130.90000000000001,0.0,0.57999999999999996,0.81999999999999995|61.799999999999997,128.69999999999999,0.0,0.60999999999999999,0.82999999999999996|61.5,130.09999999999999,0.0,0.60999999999999999,0.82999999999999996|61.200000000000003,131.5,0.0,0.60999999999999999,0.82999999999999996|60.799999999999997,133.0,0.0,0.60999999999999999,0.82999999999999996
