fps=12
nFrame=25
PeaShooter_backleaf.png|27.699999999999999,53.0,0.0,0.56000000000000005,0.56000000000000005|27.699999999999999,53.299999999999997,0.0,0.56000000000000005,0.54000000000000004|27.699999999999999,53.5,0.0,0.56999999999999995,0.53000000000000003|27.600000000000001,53.899999999999999,0.0,0.56999999999999995,0.52000000000000002|27.600000000000001,54.100000000000001,0.0,0.57999999999999996,0.51000000000000001|27.600000000000001,54.5,0.0,0.57999999999999996,0.48999999999999999|27.600000000000001,54.799999999999997,0.0,0.58999999999999997,0.47999999999999998|27.600000000000001,55.0,0.0,0.58999999999999997,0.46999999999999997|27.5,55.299999999999997,0.0,0.59999999999999998,0.45000000000000001|27.5,55.600000000000001,0.0,0.60999999999999999,0.44|27.5,55.899999999999999,0.0,0.60999999999999999,0.42999999999999999|27.5,55.600000000000001,0.0,0.60999999999999999,0.44|27.5,55.5,0.0,0.59999999999999998,0.45000000000000001|27.5,55.299999999999997,0.0,0.59999999999999998,0.46000000000000002|27.600000000000001,55.0,0.0,0.59999999999999998,0.46999999999999997|27.600000000000001,54.899999999999999,0.0,0.58999999999999997,0.46999999999999997|27.600000000000001,54.600000000000001,0.0,0.58999999999999997,0.47999999999999998|27.600000000000001,54.399999999999999,0.0,0.57999999999999996,0.48999999999999999|27.600000000000001,54.200000000000003,0.0,0.57999999999999996,0.5|27.600000000000001,54.0,0.0,0.56999999999999995,0.51000000000000001|27.699999999999999,53.700000000000003,0.0,0.56999999999999995,0.52000000000000002|27.699999999999999,53.600000000000001,0.0,0.56999999999999995,0.53000000000000003|27.699999999999999,53.399999999999999,0.0,0.56000000000000005,0.54000000000000004|27.699999999999999,53.100000000000001,0.0,0.56000000000000005,0.55000000000000004|27.699999999999999,53.0,0.0,0.56000000000000005,0.56000000000000005
PeaShooter_backleaf_lefttip.png|25.0,53.899999999999999,0.0,0.56000000000000005,0.56000000000000005|25.0,54.0,0.0,0.56000000000000005,0.55000000000000004|24.899999999999999,54.200000000000003,0.0,0.56999999999999995,0.54000000000000004|24.899999999999999,54.399999999999999,0.0,0.57999999999999996,0.53000000000000003|24.899999999999999,54.5,0.0,0.58999999999999997,0.52000000000000002|25.0,54.700000000000003,0.0,0.59999999999999998,0.52000000000000002|24.699999999999999,55.299999999999997,0.0,0.62,0.52000000000000002|24.5,55.799999999999997,0.0,0.63,0.52000000000000002|24.300000000000001,56.399999999999999,0.0,0.64000000000000001,0.52000000000000002|24.0,57.0,0.0,0.65000000000000002,0.52000000000000002|23.899999999999999,57.5,0.0,0.67000000000000004,0.52000000000000002|24.100000000000001,57.0,0.0,0.66000000000000003,0.52000000000000002|24.199999999999999,56.799999999999997,0.0,0.65000000000000002,0.52000000000000002|24.300000000000001,56.299999999999997,0.0,0.64000000000000001,0.52000000000000002|24.5,55.899999999999999,0.0,0.63,0.52000000000000002|24.699999999999999,55.5,0.0,0.62,0.52000000000000002|24.800000000000001,55.100000000000001,0.0,0.60999999999999999,0.52000000000000002|25.0,54.700000000000003,0.0,0.59999999999999998,0.52000000000000002|25.0,54.5,0.0,0.59999999999999998,0.52000000000000002|24.899999999999999,54.5,0.0,0.58999999999999997,0.53000000000000003|25.100000000000001,54.399999999999999,0.0,0.57999999999999996,0.53000000000000003|25.0,54.299999999999997,0.0,0.57999999999999996,0.54000000000000004|25.0,54.100000000000001,0.0,0.56999999999999995,0.54000000000000004|25.0,54.0,0.0,0.56000000000000005,0.55000000000000004|25.0,53.899999999999999,0.0,0.56000000000000005,0.56000000000000005
PeaShooter_backleaf_righttip.png|47.0,52.899999999999999,0.0,0.56000000000000005,0.56000000000000005|47.200000000000003,53.100000000000001,0.0,0.57999999999999996,0.55000000000000004|47.299999999999997,53.399999999999999,0.0,0.59999999999999998,0.54000000000000004|47.5,53.600000000000001,0.0,0.62,0.53000000000000003|47.5,54.0,0.0,0.65000000000000002,0.52000000000000002|47.700000000000003,54.100000000000001,0.0,0.67000000000000004,0.52000000000000002|47.899999999999999,54.399999999999999,0.0,0.66000000000000003,0.51000000000000001|48.100000000000001,54.799999999999997,0.0,0.65000000000000002,0.5|48.399999999999999,55.0,0.0,0.65000000000000002,0.48999999999999999|48.600000000000001,55.399999999999999,0.0,0.64000000000000001,0.47999999999999998|48.799999999999997,55.700000000000003,0.0,0.63,0.47999999999999998|48.5,55.5,0.0,0.64000000000000001,0.47999999999999998|48.399999999999999,55.299999999999997,0.0,0.64000000000000001,0.48999999999999999|48.299999999999997,55.0,0.0,0.65000000000000002,0.48999999999999999|48.0,54.799999999999997,0.0,0.65000000000000002,0.5|48.0,54.600000000000001,0.0,0.66000000000000003,0.5|47.799999999999997,54.399999999999999,0.0,0.66000000000000003,0.51000000000000001|47.700000000000003,54.100000000000001,0.0,0.67000000000000004,0.52000000000000002|47.5,54.0,0.0,0.65000000000000002,0.52000000000000002|47.5,53.799999999999997,0.0,0.64000000000000001,0.53000000000000003|47.5,53.5,0.0,0.62,0.53000000000000003|47.399999999999999,53.399999999999999,0.0,0.59999999999999998,0.54000000000000004|47.399999999999999,53.200000000000003,0.0,0.58999999999999997,0.54000000000000004|47.299999999999997,53.0,0.0,0.56999999999999995,0.55000000000000004|47.100000000000001,52.899999999999999,0.0,0.56000000000000005,0.56000000000000005
PeaShooter_stalk_bottom.png|36.100000000000001,52.600000000000001,0.0,0.56000000000000005,0.56000000000000005|36.5,52.0,0.0,0.56000000000000005,0.58999999999999997|36.700000000000003,51.399999999999999,0.0,0.56000000000000005,0.62|37.100000000000001,50.799999999999997,0.0,0.56000000000000005,0.66000000000000003|37.5,50.100000000000001,0.0,0.56000000000000005,0.68999999999999995|37.899999999999999,49.600000000000001,0.0,0.56000000000000005,0.71999999999999997|38.299999999999997,49.0,0.0,0.56000000000000005,0.76000000000000001|39.0,49.100000000000001,0.0,0.56000000000000005,0.72999999999999998|39.700000000000003,49.299999999999997,0.0,0.56000000000000005,0.70999999999999996|40.399999999999999,49.600000000000001,0.0,0.56000000000000005,0.68999999999999995|41.100000000000001,49.799999999999997,0.0,0.56000000000000005,0.67000000000000004|41.799999999999997,50.0,0.0,0.56000000000000005,0.65000000000000002|42.399999999999999,50.399999999999999,0.0,0.56999999999999995,0.63|41.600000000000001,50.299999999999997,0.0,0.56000000000000005,0.63|40.899999999999999,50.299999999999997,0.0,0.56000000000000005,0.64000000000000001|40.100000000000001,50.100000000000001,0.0,0.56000000000000005,0.65000000000000002|39.399999999999999,50.0,0.0,0.56000000000000005,0.65000000000000002|38.600000000000001,50.0,0.0,0.56000000000000005,0.66000000000000003|38.0,49.799999999999997,0.0,0.56000000000000005,0.67000000000000004|37.600000000000001,50.399999999999999,0.0,0.56000000000000005,0.65000000000000002|37.399999999999999,50.799999999999997,0.0,0.56000000000000005,0.63|37.0,51.200000000000003,0.0,0.56000000000000005,0.60999999999999999|36.600000000000001,51.600000000000001,0.0,0.56000000000000005,0.58999999999999997|36.399999999999999,52.100000000000001,0.0,0.56000000000000005,0.56999999999999995|36.100000000000001,52.600000000000001,0.0,0.56000000000000005,0.56000000000000005
PeaShooter_stalk_top.png|31.0,45.299999999999997,0.0,0.56000000000000005,0.56000000000000005|31.399999999999999,43.0,0.0,0.56000000000000005,0.63|32.0,40.799999999999997,0.0,0.56000000000000005,0.70999999999999996|32.5,38.5,0.0,0.56000000000000005,0.79000000000000004|33.0,38.0,0.0,0.56000000000000005,0.81000000000000005|32.600000000000001,37.399999999999999,0.0,0.56000000000000005,0.82999999999999996|33.299999999999997,36.600000000000001,0.0,0.56999999999999995,0.85999999999999999|33.5,36.799999999999997,0.0,0.56000000000000005,0.83999999999999997|34.799999999999997,37.0,0.0,0.56000000000000005,0.82999999999999996|35.0,37.100000000000001,0.0,0.56000000000000005,0.81999999999999995|36.0,37.600000000000001,0.0,0.55000000000000004,0.80000000000000004|37.0,38.100000000000001,0.0,0.54000000000000004,0.79000000000000004|38.0,39.0,0.0,0.53000000000000003,0.79000000000000004|36.0,38.200000000000003,0.0,0.55000000000000004,0.79000000000000004|35.299999999999997,37.600000000000001,0.0,0.56000000000000005,0.80000000000000004|34.399999999999999,36.899999999999999,0.0,0.57999999999999996,0.81999999999999995|34.0,36.899999999999999,0.0,0.56999999999999995,0.82999999999999996|33.600000000000001,36.700000000000003,0.0,0.56999999999999995,0.83999999999999997|32.299999999999997,36.600000000000001,0.0,0.56999999999999995,0.85999999999999999|32.700000000000003,37.299999999999997,0.0,0.56000000000000005,0.82999999999999996|33.100000000000001,37.899999999999999,0.0,0.56000000000000005,0.81000000000000005|32.5,38.5,0.0,0.56000000000000005,0.79000000000000004|32.0,40.899999999999999,0.0,0.56000000000000005,0.70999999999999996|31.5,43.0,0.0,0.56000000000000005,0.63|31.0,45.299999999999997,0.0,0.56000000000000005,0.56000000000000005
PeaShooter_frontleaf.png|22.800000000000001,54.399999999999999,0.0,0.56000000000000005,0.56000000000000005|22.699999999999999,54.5,0.0,0.56000000000000005,0.55000000000000004|22.600000000000001,54.799999999999997,0.0,0.56000000000000005,0.54000000000000004|22.5,55.0,0.0,0.56999999999999995,0.54000000000000004|22.399999999999999,55.100000000000001,0.0,0.56999999999999995,0.53000000000000003|22.300000000000001,55.299999999999997,0.0,0.56999999999999995,0.53000000000000003|22.199999999999999,55.399999999999999,0.0,0.57999999999999996,0.52000000000000002|22.100000000000001,55.600000000000001,0.0,0.57999999999999996,0.52000000000000002|22.0,55.799999999999997,0.0,0.58999999999999997,0.51000000000000001|21.899999999999999,56.0,0.0,0.58999999999999997,0.5|21.800000000000001,56.100000000000001,0.0,0.58999999999999997,0.5|21.699999999999999,56.399999999999999,0.0,0.59999999999999998,0.48999999999999999|21.699999999999999,56.5,0.0,0.59999999999999998,0.48999999999999999|21.699999999999999,56.399999999999999,0.0,0.59999999999999998,0.48999999999999999|21.899999999999999,56.100000000000001,0.0,0.58999999999999997,0.5|22.0,56.0,0.0,0.58999999999999997,0.5|22.100000000000001,55.899999999999999,0.0,0.58999999999999997,0.51000000000000001|22.199999999999999,55.600000000000001,0.0,0.57999999999999996,0.52000000000000002|22.199999999999999,55.5,0.0,0.57999999999999996,0.52000000000000002|22.300000000000001,55.299999999999997,0.0,0.56999999999999995,0.53000000000000003|22.399999999999999,55.100000000000001,0.0,0.56999999999999995,0.53000000000000003|22.5,54.899999999999999,0.0,0.56999999999999995,0.54000000000000004|22.600000000000001,54.799999999999997,0.0,0.56000000000000005,0.54000000000000004|22.699999999999999,54.600000000000001,0.0,0.56000000000000005,0.55000000000000004|22.800000000000001,54.399999999999999,0.0,0.56000000000000005,0.56000000000000005
PeaShooter_frontleaf_righttip.png|56.299999999999997,56.0,0.0,0.56000000000000005,0.56000000000000005|56.100000000000001,56.0,0.0,0.57999999999999996,0.55000000000000004|56.100000000000001,56.0,0.0,0.60999999999999999,0.55000000000000004|56.0,56.100000000000001,0.0,0.64000000000000001,0.55000000000000004|55.899999999999999,56.299999999999997,0.0,0.67000000000000004,0.55000000000000004|55.799999999999997,56.399999999999999,0.0,0.69999999999999996,0.55000000000000004|55.5,56.5,0.0,0.72999999999999998,0.55000000000000004|56.0,56.5,0.0,0.70999999999999996,0.54000000000000004|56.399999999999999,56.600000000000001,0.0,0.68999999999999995,0.54000000000000004|56.799999999999997,56.799999999999997,0.0,0.66000000000000003,0.54000000000000004|57.0,56.899999999999999,0.0,0.64000000000000001,0.54000000000000004|57.399999999999999,57.0,0.0,0.62,0.54000000000000004|57.899999999999999,57.100000000000001,0.0,0.59999999999999998,0.54000000000000004|57.5,57.0,0.0,0.62,0.54000000000000004|57.100000000000001,57.0,0.0,0.64000000000000001,0.54000000000000004|56.799999999999997,56.799999999999997,0.0,0.66000000000000003,0.54000000000000004|56.399999999999999,56.799999999999997,0.0,0.68999999999999995,0.54000000000000004|56.0,56.700000000000003,0.0,0.70999999999999996,0.54000000000000004|55.5,56.600000000000001,0.0,0.72999999999999998,0.55000000000000004|55.600000000000001,56.5,0.0,0.69999999999999996,0.55000000000000004|55.700000000000003,56.399999999999999,0.0,0.67000000000000004,0.55000000000000004|55.899999999999999,56.299999999999997,0.0,0.64000000000000001,0.55000000000000004|56.0,56.100000000000001,0.0,0.60999999999999999,0.55000000000000004|56.100000000000001,56.0,0.0,0.57999999999999996,0.55000000000000004|56.299999999999997,56.0,0.0,0.56000000000000005,0.56000000000000005
PeaShooter_frontleaf_lefttip.png|19.399999999999999,61.600000000000001,0.0,0.56000000000000005,0.56000000000000005|19.5,61.399999999999999,0.0,0.56999999999999995,0.55000000000000004|19.5,61.299999999999997,0.0,0.57999999999999996,0.55000000000000004|19.5,61.100000000000001,0.0,0.58999999999999997,0.55000000000000004|19.600000000000001,60.899999999999999,0.0,0.59999999999999998,0.55000000000000004|19.699999999999999,60.799999999999997,0.0,0.62,0.55000000000000004|19.600000000000001,60.399999999999999,0.0,0.63,0.55000000000000004|19.399999999999999,60.799999999999997,0.0,0.62,0.55000000000000004|19.100000000000001,61.100000000000001,0.0,0.60999999999999999,0.56000000000000005|18.899999999999999,61.399999999999999,0.0,0.59999999999999998,0.56000000000000005|18.600000000000001,61.799999999999997,0.0,0.59999999999999998,0.56999999999999995|18.399999999999999,62.100000000000001,0.0,0.58999999999999997,0.56999999999999995|18.199999999999999,62.5,0.0,0.57999999999999996,0.57999999999999996|18.5,62.100000000000001,0.0,0.58999999999999997,0.56999999999999995|18.699999999999999,61.799999999999997,0.0,0.59999999999999998,0.56999999999999995|18.899999999999999,61.5,0.0,0.59999999999999998,0.56000000000000005|19.199999999999999,61.200000000000003,0.0,0.60999999999999999,0.56000000000000005|19.5,60.899999999999999,0.0,0.62,0.55000000000000004|19.600000000000001,60.600000000000001,0.0,0.63,0.55000000000000004|19.5,60.899999999999999,0.0,0.62,0.55000000000000004|19.5,60.899999999999999,0.0,0.59999999999999998,0.55000000000000004|19.5,61.100000000000001,0.0,0.58999999999999997,0.55000000000000004|19.399999999999999,61.200000000000003,0.0,0.57999999999999996,0.55000000000000004|19.300000000000001,61.399999999999999,0.0,0.56999999999999995,0.55000000000000004|19.399999999999999,61.600000000000001,0.0,0.56000000000000005,0.56000000000000005
SnowPea_crystals1.png|10.199999999999999,15.9,0.0,0.55000000000000004,0.5|9.6999999999999993,12.9,0.0,0.56999999999999995,0.55000000000000004|9.5,11.4,0.0,0.58999999999999997,0.55000000000000004|9.4000000000000004,9.6999999999999993,0.0,0.59999999999999998,0.55000000000000004|10.0,9.5,0.0,0.59999999999999998,0.56000000000000005|10.4,9.1999999999999993,0.0,0.59999999999999998,0.56000000000000005|11.0,9.0,0.0,0.59999999999999998,0.56999999999999995|11.6,9.9000000000000004,0.0,0.59999999999999998,0.56000000000000005|12.4,10.800000000000001,0.0,0.59999999999999998,0.56000000000000005|13.0,11.9,0.0,0.59999999999999998,0.55000000000000004|14.1,13.0,0.0,0.59999999999999998,0.54000000000000004|15.300000000000001,14.300000000000001,0.0,0.59999999999999998,0.53000000000000003|16.399999999999999,15.6,0.0,0.59999999999999998,0.51000000000000001|16.800000000000001,13.9,0.0,0.60999999999999999,0.55000000000000004|15.199999999999999,12.6,0.0,0.60999999999999999,0.55000000000000004|13.6,11.199999999999999,0.0,0.59999999999999998,0.55000000000000004|12.6,10.6,0.0,0.59999999999999998,0.56000000000000005|11.5,10.1,0.0,0.59999999999999998,0.56999999999999995|10.4,9.5999999999999996,0.0,0.59999999999999998,0.57999999999999996|10.300000000000001,9.6999999999999993,0.0,0.59999999999999998,0.56999999999999995|10.1,10.1,0.0,0.59999999999999998,0.56000000000000005|10.0,10.300000000000001,0.0,0.59999999999999998,0.55000000000000004|10.0,12.199999999999999,0.0,0.57999999999999996,0.53000000000000003|10.1,14.0,0.0,0.56999999999999995,0.52000000000000002|10.199999999999999,15.9,0.0,0.55000000000000004,0.5
SnowPea_crystals2.png|11.0,18.300000000000001,0.0,0.55000000000000004,0.5|10.699999999999999,15.5,0.0,0.56999999999999995,0.54000000000000004|10.699999999999999,14.199999999999999,0.0,0.57999999999999996,0.53000000000000003|10.800000000000001,12.9,0.0,0.59999999999999998,0.53000000000000003|11.0,12.5,0.0,0.60999999999999999,0.53000000000000003|11.199999999999999,12.1,0.0,0.62,0.54000000000000004|11.199999999999999,11.800000000000001,0.0,0.63,0.55000000000000004|11.800000000000001,13.1,0.0,0.64000000000000001,0.54000000000000004|12.4,14.199999999999999,0.0,0.64000000000000001,0.53000000000000003|12.9,15.5,0.0,0.65000000000000002,0.53000000000000003|14.0,17.0,0.0,0.65000000000000002,0.51000000000000001|15.1,18.300000000000001,0.0,0.66000000000000003,0.5|16.199999999999999,19.800000000000001,0.0,0.66000000000000003,0.48999999999999999|16.699999999999999,18.399999999999999,0.0,0.67000000000000004,0.52000000000000002|15.199999999999999,17.0,0.0,0.67000000000000004,0.52000000000000002|13.4,15.699999999999999,0.0,0.67000000000000004,0.53000000000000003|12.4,14.9,0.0,0.66000000000000003,0.53000000000000003|11.5,14.199999999999999,0.0,0.65000000000000002,0.54000000000000004|10.300000000000001,13.4,0.0,0.65000000000000002,0.55000000000000004|10.699999999999999,13.4,0.0,0.63,0.54000000000000004|11.1,13.300000000000001,0.0,0.60999999999999999,0.54000000000000004|11.4,13.4,0.0,0.59999999999999998,0.53000000000000003|11.199999999999999,15.0,0.0,0.57999999999999996,0.52000000000000002|11.0,16.600000000000001,0.0,0.56999999999999995,0.51000000000000001|11.0,18.300000000000001,0.0,0.55000000000000004,0.5
